customer_id,age_group,gender,region,customer_segment,preferred_channel,purchase_frequency,avg_order_value,total_spent,recency_days,website_visits,discount_usage_rate,email_open_rate,cart_abandonment_rate,loyalty_score,engagement_score,churn_risk,churn_flag
C003993,25-34,Male,North,New,In-Store,8,369.4,2801.33,27,44,0.57,0.53,0.46,31,53.5,Low,0
C003994,25-34,Other,East,VIP,Online,5,230.96,1358.55,171,39,0.55,0.4,0.43,77,48.5,Low,0
C003995,25-34,Other,Central,Returning,Online,12,212.19,2786.91,58,42,0.36,0.52,0.78,13,37.0,Medium,1
C003996,35-44,Male,Central,VIP,In-Store,3,205.57,677.2,300,12,0.4,0.78,0.18,40,80.0,High,1
C003997,35-44,Other,South,New,Mobile App,20,82.06,1816.34,290,150,0.74,0.25,0.29,91,48.0,Medium,1
C003998,25-34,Other,West,Loyal,Mobile App,8,330.16,3165.93,40,21,0.38,0.59,0.63,66,48.0,Low,0
C003999,18-24,Female,South,Returning,Online,3,284.65,1021.18,340,6,0.08,0.6,0.49,87,55.5,High,1
C004000,18-24,Male,East,VIP,Mobile App,2,87.01,179.36,199,9,0.2,0.35,0.85,76,25.0,Medium,1
C004001,55+,Female,South,New,Mobile App,3,41.47,145.65,237,19,0.44,0.61,0.5,70,55.5,High,1
C004002,35-44,Male,South,Loyal,In-Store,8,276.49,2158.97,154,55,0.33,0.61,0.35,45,63.0,Low,0
C004003,25-34,Other,North,Returning,Mobile App,12,66.67,752.09,179,61,0.7,0.4,0.08,65,66.0,Medium,0
C004004,35-44,Other,East,VIP,Online,2,144.31,287.65,123,13,0.28,0.06,0.2,55,43.0,Low,0
C004005,18-24,Other,South,Loyal,Online,35,140.76,5166.1,76,161,0.73,0.9,0.34,59,78.0,Low,0
C004006,55+,Male,West,New,Online,12,36.94,422.34,297,74,0.24,0.72,0.73,83,49.5,High,1
C004007,45-54,Male,North,Loyal,Online,35,317.52,11762.08,168,143,0.2,0.87,0.07,45,90.0,Low,0
C004008,45-54,Other,East,Loyal,Mobile App,8,230.8,1990.72,121,40,0.26,0.79,0.53,90,63.0,Low,0
C004009,35-44,Female,West,Returning,Online,2,35.42,71.65,349,13,0.05,0.56,0.54,78,51.0,High,1
C004010,18-24,Male,East,Returning,Online,12,147.6,1785.76,345,58,0.52,0.76,0.44,64,66.0,High,1
C004011,25-34,Male,West,VIP,Online,5,281.75,1368.38,17,26,0.27,0.23,0.16,81,53.5,Low,0
C004012,35-44,Male,Central,VIP,Online,8,251.24,1734.03,177,46,0.46,0.62,0.07,71,77.5,Low,0
C004013,55+,Female,West,New,Online,35,203.48,7137.03,174,94,0.75,0.78,0.83,95,47.5,Medium,0
C004014,55+,Male,Central,VIP,Mobile App,35,220.62,8692.79,257,158,0.43,0.11,0.72,20,19.5,High,1
C004015,18-24,Female,West,New,In-Store,1,373.56,331.57,328,3,0.76,0.88,0.83,63,52.5,High,1
C004016,25-34,Male,South,Loyal,Mobile App,5,298.99,1449.2,305,33,0.76,0.62,0.73,11,44.5,High,1
C004017,18-24,Female,East,Loyal,Online,8,205.96,1788.84,196,25,0.09,0.58,0.52,34,53.0,High,1
C004018,18-24,Other,South,Loyal,Online,2,147.56,322.44,142,8,0.24,0.27,0.71,16,28.0,High,1
C004019,25-34,Male,North,New,Mobile App,5,163.17,790.71,170,21,0.38,0.62,0.41,86,60.5,Low,0
C004020,35-44,Female,West,VIP,In-Store,2,214.49,477.24,201,14,0.11,0.54,0.82,94,36.0,Medium,0
C004021,45-54,Other,East,New,In-Store,2,226.48,497.22,110,5,0.75,0.77,0.16,89,80.5,Low,0
C004022,45-54,Other,Central,Loyal,In-Store,3,53.14,188.7,24,7,0.27,0.87,0.17,67,85.0,Low,0
C004023,35-44,Male,West,Returning,In-Store,35,148.32,5009.7,15,175,0.27,0.38,0.5,47,44.0,Low,0
C004024,45-54,Male,North,Loyal,In-Store,1,65.34,67.48,174,3,0.65,0.85,0.65,78,60.0,Medium,0
C004025,45-54,Male,North,New,Mobile App,5,308.57,1801.16,237,32,0.57,0.34,0.17,48,58.5,Medium,1
C004026,18-24,Other,North,New,Online,1,137.05,161.12,227,7,0.77,0.26,0.7,45,28.0,High,1
C004027,25-34,Other,North,VIP,Mobile App,35,97.03,3972.34,51,178,0.76,0.6,0.44,36,58.0,Low,0
C004028,25-34,Female,North,VIP,In-Store,5,224.83,1044.52,294,13,0.38,0.57,0.79,51,39.0,High,1
C004029,18-24,Male,West,VIP,Mobile App,20,216.35,5069.17,221,153,0.75,0.08,0.53,17,27.5,High,1
C004030,18-24,Male,Central,New,Mobile App,5,74.99,399.99,133,19,0.74,0.42,0.38,44,52.0,Low,0
C004031,35-44,Male,West,Returning,Mobile App,1,355.46,404.71,120,7,0.48,0.64,0.79,97,42.5,Low,0
C004032,18-24,Female,North,New,In-Store,35,190.26,7761.38,167,141,0.44,0.67,0.05,62,81.0,Low,0
C004033,18-24,Other,South,New,In-Store,12,99.65,1359.65,177,72,0.15,0.48,0.12,33,68.0,Medium,0
C004034,45-54,Male,North,New,In-Store,20,399.42,7510.1,72,71,0.61,0.16,0.21,20,47.5,Low,0
C004035,25-34,Male,East,New,In-Store,8,36.46,293.14,179,28,0.7,0.19,0.25,71,47.0,Low,0
C004036,35-44,Female,Central,VIP,In-Store,1,339.07,326.0,81,5,0.75,0.77,0.11,87,83.0,Low,0
C004037,25-34,Male,West,New,Mobile App,5,153.06,830.61,173,35,0.51,0.84,0.46,39,69.0,Medium,1
C004038,25-34,Male,North,VIP,Online,1,213.06,239.99,203,4,0.77,0.21,0.14,29,53.5,Medium,1
C004039,35-44,Other,Central,Loyal,In-Store,20,54.46,1147.51,113,58,0.63,0.36,0.84,83,26.0,Low,0
C004040,45-54,Other,West,Loyal,In-Store,1,195.62,218.72,32,2,0.59,0.55,0.62,97,46.5,Low,0
C004041,18-24,Male,South,New,In-Store,1,373.97,372.97,10,3,0.63,0.24,0.12,41,56.0,Low,0
C004042,25-34,Other,South,VIP,Online,8,210.07,1718.91,350,38,0.15,0.61,0.24,93,68.5,High,1
C004043,45-54,Female,East,VIP,In-Store,1,26.23,27.01,78,3,0.74,0.12,0.28,41,42.0,Low,0
C004044,25-34,Female,North,New,Mobile App,60,44.38,2328.67,318,207,0.25,0.16,0.18,80,49.0,Medium,0
C004045,25-34,Other,South,VIP,Online,12,211.7,2963.97,81,66,0.61,0.32,0.23,12,54.5,Low,0
C004046,18-24,Female,North,VIP,In-Store,3,142.84,385.37,325,22,0.75,0.31,0.72,86,29.5,High,1
C004047,45-54,Female,North,Loyal,Mobile App,12,147.09,1819.07,318,85,0.7,0.46,0.24,93,61.0,Medium,1
C004048,55+,Male,North,New,Online,5,167.05,723.08,316,31,0.17,0.36,0.1,26,63.0,High,1
C004049,45-54,Female,Central,VIP,Online,12,108.55,1228.14,138,81,0.21,0.53,0.21,29,66.0,Low,0
C004050,35-44,Male,North,Loyal,Mobile App,2,237.28,477.68,250,5,0.23,0.31,0.65,36,33.0,High,1
C004051,25-34,Other,Central,New,Mobile App,20,110.98,2306.38,65,158,0.29,0.16,0.8,82,18.0,Low,0
C004052,55+,Other,East,New,In-Store,12,92.47,1043.48,303,55,0.51,0.29,0.43,96,43.0,High,1
C004053,25-34,Female,North,Returning,Online,12,78.24,1037.6,220,29,0.51,0.57,0.35,31,61.0,Medium,1
C004054,35-44,Other,Central,New,Mobile App,8,326.69,2465.61,316,53,0.41,0.11,0.67,86,22.0,High,1
C004055,35-44,Female,Central,VIP,Mobile App,20,146.98,3155.32,85,44,0.34,0.56,0.73,38,41.5,Low,0
C004056,55+,Other,West,Returning,Mobile App,8,131.5,1239.1,212,21,0.67,0.07,0.41,97,33.0,Medium,0
C004057,18-24,Female,South,VIP,Mobile App,1,213.21,217.7,24,2,0.56,0.22,0.23,60,49.5,Low,0
C004058,18-24,Female,West,Loyal,Online,8,367.3,3166.45,91,49,0.34,0.71,0.06,53,82.5,Low,0
C004059,45-54,Male,West,Returning,Online,2,391.72,705.88,25,8,0.28,0.37,0.45,34,46.0,Low,0
C004060,45-54,Male,East,VIP,In-Store,20,73.21,1247.25,307,49,0.77,0.86,0.62,17,62.0,High,1
C004061,55+,Male,East,Returning,Online,8,267.35,2202.56,149,47,0.52,0.21,0.34,28,43.5,Low,0
C004062,35-44,Male,West,Returning,Mobile App,3,372.14,1221.96,188,23,0.05,0.89,0.13,41,88.0,Medium,0
C004063,55+,Other,Central,Loyal,Mobile App,20,221.56,4504.56,35,105,0.34,0.11,0.42,80,34.5,Low,0
C004064,55+,Other,North,VIP,Online,3,397.59,1154.21,228,10,0.26,0.34,0.56,73,39.0,Medium,1
C004065,18-24,Male,East,VIP,Mobile App,20,369.8,6895.11,25,86,0.34,0.6,0.37,47,61.5,Low,0
C004066,25-34,Male,North,VIP,Online,20,285.73,6701.78,59,156,0.67,0.46,0.24,54,61.0,Low,0
C004067,55+,Other,West,Returning,Online,20,341.49,6761.15,94,106,0.24,0.85,0.55,90,65.0,Low,0
C004068,18-24,Male,West,Returning,Mobile App,12,387.73,4652.89,183,64,0.41,0.31,0.49,44,41.0,Medium,0
C004069,18-24,Male,East,New,Online,3,69.51,203.77,271,19,0.26,0.22,0.26,51,48.0,Medium,1
C004070,35-44,Other,Central,VIP,Online,2,21.65,37.21,143,6,0.2,0.56,0.18,69,69.0,Low,0
C004071,18-24,Female,North,New,Mobile App,2,271.85,579.26,41,5,0.21,0.45,0.83,65,31.0,Low,0
C004072,55+,Other,Central,Loyal,Mobile App,1,386.45,398.41,207,4,0.67,0.41,0.05,45,68.0,Low,0
C004073,55+,Male,North,VIP,In-Store,20,362.77,7612.13,4,105,0.56,0.12,0.79,36,16.5,Low,0
C004074,35-44,Male,Central,Returning,Online,5,264.01,1173.8,257,14,0.6,0.3,0.26,54,52.0,High,1
C004075,45-54,Other,East,Returning,Mobile App,60,316.31,21501.37,88,400,0.2,0.55,0.41,74,57.0,Low,0
C004076,45-54,Female,Central,VIP,Online,5,327.84,1599.55,317,22,0.28,0.85,0.69,92,58.0,High,1
C004077,55+,Male,South,New,In-Store,2,390.81,773.44,69,9,0.1,0.14,0.25,44,44.5,Low,0
C004078,55+,Female,North,VIP,In-Store,8,113.65,839.3,290,35,0.3,0.55,0.47,63,54.0,High,1
C004079,45-54,Male,North,Returning,In-Store,5,226.89,1194.55,160,29,0.64,0.15,0.09,20,53.0,Medium,0
C004080,55+,Female,North,VIP,Online,8,305.86,2244.05,34,52,0.27,0.41,0.06,89,67.5,Low,0
C004081,18-24,Other,South,VIP,Mobile App,12,367.2,4846.88,107,93,0.51,0.73,0.14,20,79.5,Low,0
C004082,55+,Male,East,VIP,Mobile App,8,393.47,2805.08,66,31,0.44,0.59,0.58,78,50.5,Low,0
C004083,55+,Female,South,VIP,Mobile App,1,135.54,119.4,336,3,0.33,0.43,0.73,54,35.0,High,1
C004084,45-54,Female,North,New,Mobile App,60,264.26,14926.35,236,470,0.45,0.37,0.36,28,50.5,Medium,1
C004085,35-44,Other,South,New,In-Store,5,339.04,1693.0,127,26,0.32,0.25,0.77,93,24.0,Low,0
C004086,18-24,Female,Central,New,In-Store,20,385.3,7676.9,167,150,0.67,0.65,0.3,49,67.5,Low,0
C004087,45-54,Female,North,Returning,Online,1,321.85,301.94,319,6,0.15,0.33,0.24,26,54.5,High,1
C004088,45-54,Other,East,Returning,In-Store,1,26.39,28.94,299,3,0.34,0.66,0.14,17,76.0,High,1
C004089,45-54,Male,East,VIP,Mobile App,1,326.48,360.31,58,2,0.69,0.63,0.28,50,67.5,Low,0
C004090,45-54,Female,South,New,Mobile App,12,193.76,2131.05,262,74,0.66,0.14,0.77,54,18.5,High,1
C004091,45-54,Other,East,VIP,In-Store,2,209.01,480.83,64,14,0.75,0.27,0.79,85,24.0,Low,0
C004092,55+,Other,South,Loyal,Mobile App,8,59.24,470.77,37,27,0.32,0.67,0.29,60,69.0,Low,0
C004093,45-54,Female,North,VIP,Mobile App,5,94.65,523.85,73,33,0.08,0.85,0.14,85,85.5,Low,0
C004094,35-44,Male,South,VIP,Online,3,314.82,904.23,79,16,0.1,0.47,0.2,15,63.5,Low,0
C004095,25-34,Female,Central,New,In-Store,20,366.51,8181.39,348,63,0.55,0.83,0.25,90,79.0,High,1
C004096,25-34,Female,South,Returning,Mobile App,1,225.52,202.15,135,3,0.11,0.18,0.56,19,31.0,Medium,1
C004097,45-54,Other,East,Returning,Online,12,205.25,2256.71,120,27,0.1,0.65,0.76,30,44.5,Medium,1
C004098,55+,Male,Central,Loyal,Mobile App,35,286.53,10880.91,220,142,0.48,0.67,0.61,92,53.0,Medium,0
C004099,45-54,Other,Central,Returning,Mobile App,3,124.83,383.84,270,21,0.64,0.31,0.09,73,61.0,Medium,0
C004100,18-24,Male,West,Loyal,In-Store,3,88.95,272.65,210,20,0.34,0.19,0.81,52,19.0,High,1
C004101,45-54,Other,South,VIP,Mobile App,20,195.96,4403.52,84,135,0.05,0.65,0.26,56,69.5,Low,0
C004102,55+,Female,North,New,Mobile App,8,104.82,880.23,269,62,0.61,0.56,0.16,23,70.0,High,1
C004103,18-24,Female,North,New,Online,5,195.99,1012.13,354,19,0.08,0.41,0.83,41,29.0,High,1
C004104,18-24,Other,Central,Returning,In-Store,2,255.01,518.78,158,11,0.45,0.61,0.51,61,55.0,Low,0
C004105,55+,Male,South,VIP,Online,20,269.03,5229.47,56,61,0.28,0.37,0.57,27,40.0,Low,0
C004106,25-34,Female,South,VIP,Online,3,342.15,1125.6,310,10,0.5,0.15,0.56,71,29.5,High,1
C004107,35-44,Male,South,New,In-Store,5,235.31,1020.81,309,31,0.45,0.49,0.14,26,67.5,High,1
C004108,35-44,Other,Central,New,In-Store,3,257.78,726.79,122,15,0.11,0.58,0.51,31,53.5,Low,0
C004109,35-44,Male,North,Loyal,In-Store,1,96.27,95.5,247,4,0.19,0.78,0.06,32,86.0,Medium,1
C004110,35-44,Male,West,Loyal,Online,8,167.67,1214.66,147,39,0.12,0.28,0.44,94,42.0,Low,0
C004111,55+,Female,North,Loyal,Mobile App,2,190.24,364.73,163,14,0.73,0.59,0.21,16,69.0,Medium,0
C004112,18-24,Other,South,Loyal,In-Store,1,364.63,346.58,318,4,0.79,0.26,0.75,83,25.5,High,1
C004113,18-24,Female,Central,VIP,Online,12,111.61,1374.15,240,28,0.26,0.81,0.43,78,69.0,Medium,1
C004114,45-54,Other,West,New,Mobile App,5,210.89,964.86,255,21,0.56,0.25,0.64,28,30.5,High,1
C004115,25-34,Other,East,New,Mobile App,8,342.31,2603.86,254,55,0.29,0.4,0.68,80,36.0,High,1
C004116,55+,Female,North,VIP,Mobile App,3,314.38,970.0,333,8,0.65,0.41,0.2,83,60.5,High,1
C004117,25-34,Female,North,New,In-Store,2,71.68,133.86,44,5,0.78,0.05,0.58,10,23.5,Medium,0
C004118,35-44,Other,West,New,Online,2,44.37,103.23,161,12,0.31,0.32,0.14,92,59.0,Low,0
C004119,35-44,Male,Central,VIP,Mobile App,1,49.73,46.0,290,6,0.63,0.53,0.63,42,45.0,High,1
C004120,45-54,Other,East,VIP,Mobile App,1,315.44,281.34,346,2,0.77,0.72,0.32,37,70.0,High,1
C004121,55+,Male,Central,VIP,Mobile App,8,278.54,1912.83,153,34,0.51,0.35,0.81,14,27.0,Medium,1
C004122,55+,Female,Central,Loyal,Mobile App,20,257.91,5503.94,33,75,0.22,0.38,0.15,44,61.5,Low,0
C004123,45-54,Female,Central,New,In-Store,20,350.71,7540.2,126,68,0.26,0.48,0.83,55,32.5,Medium,0
C004124,35-44,Female,Central,Loyal,Mobile App,1,358.49,417.37,227,7,0.5,0.05,0.3,80,37.5,Medium,0
C004125,18-24,Male,North,Returning,Mobile App,1,314.1,375.3,301,5,0.45,0.37,0.22,38,57.5,High,1
C004126,55+,Male,South,VIP,In-Store,20,116.6,2366.54,217,49,0.12,0.63,0.65,80,49.0,Medium,0
C004127,25-34,Other,West,New,In-Store,8,83.05,782.85,47,25,0.4,0.79,0.11,54,84.0,Low,0
C004128,18-24,Female,North,New,In-Store,20,271.14,5156.11,170,156,0.08,0.53,0.13,18,70.0,Medium,0
C004129,18-24,Other,South,VIP,Online,3,264.59,816.25,98,7,0.28,0.86,0.84,48,51.0,Medium,1
C004130,45-54,Male,East,VIP,Mobile App,5,200.26,964.45,223,18,0.38,0.46,0.29,74,58.5,Low,0
C004131,25-34,Other,North,Loyal,In-Store,3,53.29,154.89,70,10,0.24,0.44,0.46,59,49.0,Low,0
C004132,35-44,Male,Central,VIP,In-Store,35,70.56,2962.8,173,85,0.7,0.13,0.19,46,47.0,Low,0
C004133,18-24,Male,North,Loyal,Online,1,398.28,446.29,338,6,0.14,0.6,0.82,60,39.0,High,1
C004134,35-44,Other,Central,Loyal,Online,35,143.0,4727.43,180,153,0.14,0.72,0.16,50,78.0,Low,0
C004135,18-24,Female,East,VIP,Mobile App,1,202.63,199.51,8,2,0.76,0.27,0.56,89,35.5,Low,0
C004136,35-44,Other,Central,VIP,In-Store,1,102.73,115.36,219,4,0.45,0.72,0.15,24,78.5,Medium,1
C004137,45-54,Male,West,Loyal,In-Store,12,369.39,4344.93,186,24,0.61,0.74,0.77,19,48.5,High,1
C004138,35-44,Male,South,Loyal,In-Store,60,354.85,21551.48,227,416,0.73,0.63,0.74,57,44.5,Medium,1
C004139,45-54,Female,East,VIP,In-Store,5,367.84,1971.71,61,23,0.64,0.62,0.76,77,43.0,Low,0
C004140,55+,Other,North,VIP,In-Store,5,302.93,1661.08,341,23,0.21,0.71,0.1,37,80.5,High,1
C004141,35-44,Male,South,New,In-Store,5,35.81,205.68,268,21,0.39,0.26,0.1,35,58.0,Medium,0
C004142,25-34,Female,South,Loyal,In-Store,2,363.1,863.8,334,8,0.71,0.42,0.39,78,51.5,High,1
C004143,45-54,Other,South,Returning,In-Store,20,370.75,8803.67,19,66,0.12,0.23,0.22,84,50.5,Low,0
C004144,35-44,Male,East,New,In-Store,2,68.54,139.18,58,15,0.27,0.66,0.57,87,54.5,Low,0
C004145,35-44,Other,Central,Loyal,Online,12,389.48,5433.72,233,36,0.78,0.08,0.41,62,33.5,Medium,1
C004146,18-24,Other,North,VIP,Online,20,386.46,8241.87,220,43,0.22,0.62,0.79,44,41.5,High,1
C004147,25-34,Male,North,Returning,In-Store,1,252.25,274.76,80,5,0.38,0.83,0.42,73,70.5,Low,0
C004148,25-34,Female,West,VIP,Mobile App,3,110.08,383.62,355,7,0.11,0.83,0.13,78,85.0,High,1
C004149,45-54,Female,East,Returning,In-Store,35,72.34,2983.17,154,161,0.24,0.27,0.29,14,49.0,Medium,0
C004150,55+,Female,North,New,Online,2,123.69,289.87,28,14,0.2,0.74,0.38,57,68.0,Low,0
C004151,18-24,Female,South,New,Online,5,215.87,1005.36,83,33,0.16,0.32,0.41,60,45.5,Low,0
C004152,35-44,Female,Central,VIP,Online,35,243.94,8819.78,312,227,0.09,0.82,0.79,17,51.5,High,1
C004153,18-24,Male,Central,New,In-Store,20,258.48,6129.44,339,105,0.36,0.51,0.27,44,62.0,High,1
C004154,55+,Female,Central,VIP,Mobile App,12,288.48,4009.27,334,84,0.7,0.3,0.39,91,45.5,High,1
C004155,45-54,Male,Central,Returning,Online,1,162.12,142.5,51,7,0.8,0.52,0.24,83,64.0,Low,0
C004156,25-34,Other,Central,Loyal,In-Store,35,217.61,7306.02,179,258,0.71,0.42,0.31,64,55.5,Low,0
C004157,18-24,Female,East,Returning,Mobile App,1,376.53,390.42,201,4,0.15,0.28,0.08,14,60.0,Medium,1
C004158,45-54,Male,East,VIP,Online,60,340.61,17985.3,325,313,0.55,0.16,0.37,57,39.5,Medium,1
C004159,25-34,Male,North,New,Online,5,68.3,327.46,50,27,0.12,0.63,0.59,17,52.0,Low,0
C004160,55+,Male,East,VIP,In-Store,1,62.85,62.49,310,4,0.34,0.51,0.55,36,48.0,High,1
C004161,25-34,Female,West,VIP,Mobile App,8,243.4,2299.58,125,16,0.07,0.43,0.49,58,47.0,Low,0
C004162,18-24,Other,West,Loyal,Mobile App,20,117.78,2110.07,359,105,0.52,0.29,0.12,64,58.5,High,1
C004163,25-34,Female,East,Returning,In-Store,35,191.67,6908.36,68,247,0.79,0.6,0.12,94,74.0,Low,0
C004164,25-34,Other,North,Returning,Mobile App,8,187.05,1734.81,226,44,0.56,0.54,0.35,74,59.5,Low,0
C004165,35-44,Female,East,Loyal,Online,8,335.61,3043.58,55,34,0.47,0.13,0.82,50,15.5,Low,0
C004166,18-24,Female,West,Loyal,Mobile App,8,108.25,830.27,354,58,0.57,0.84,0.77,43,53.5,High,1
C004167,35-44,Other,East,VIP,In-Store,2,398.36,892.52,118,13,0.15,0.32,0.35,11,48.5,Medium,0
C004168,25-34,Male,South,New,Online,5,378.21,2057.22,229,27,0.79,0.11,0.75,72,18.0,High,1
C004169,25-34,Other,South,VIP,In-Store,60,385.89,25842.33,347,123,0.55,0.11,0.47,41,32.0,High,1
C004170,55+,Other,Central,VIP,Mobile App,3,252.01,816.75,32,13,0.32,0.74,0.45,89,64.5,Low,0
C004171,55+,Female,North,VIP,In-Store,12,174.32,2018.22,343,38,0.51,0.29,0.17,67,56.0,High,1
C004172,25-34,Other,South,Loyal,Mobile App,20,347.45,6563.69,217,67,0.52,0.8,0.08,91,86.0,Low,0
C004173,25-34,Male,West,New,Online,12,312.15,4170.63,314,79,0.8,0.7,0.33,15,68.5,High,1
C004174,55+,Female,Central,Returning,Online,20,332.51,6343.73,240,149,0.23,0.54,0.44,79,55.0,Medium,0
C004175,45-54,Other,East,New,Mobile App,8,300.42,2412.88,253,62,0.18,0.38,0.74,20,32.0,High,1
C004176,55+,Male,North,VIP,Online,8,247.14,1782.34,273,39,0.27,0.63,0.14,68,74.5,Medium,1
C004177,18-24,Female,East,Returning,Online,5,237.67,1268.86,145,35,0.29,0.47,0.56,32,45.5,Medium,1
C004178,45-54,Male,Central,Loyal,Mobile App,12,386.83,4890.87,240,25,0.39,0.6,0.19,52,70.5,Medium,1
C004179,55+,Male,Central,Loyal,Mobile App,2,301.05,559.66,197,13,0.74,0.66,0.39,29,63.5,High,1
C004180,25-34,Male,East,Loyal,Online,3,169.88,608.87,36,8,0.61,0.74,0.75,78,49.5,Low,0
C004181,18-24,Other,North,New,Mobile App,5,156.55,711.63,188,24,0.77,0.82,0.69,68,56.5,Medium,1
C004182,45-54,Female,West,Loyal,Mobile App,3,263.7,873.18,174,8,0.29,0.32,0.77,42,27.5,High,1
C004183,18-24,Female,West,Returning,In-Store,5,327.5,1577.11,71,34,0.74,0.35,0.42,16,46.5,Medium,0
C004184,35-44,Other,East,Loyal,In-Store,2,220.44,471.68,154,9,0.62,0.84,0.44,32,70.0,Medium,0
C004185,35-44,Male,West,Returning,Mobile App,12,250.02,3317.44,99,72,0.07,0.39,0.84,61,27.5,Medium,0
C004186,35-44,Female,North,Returning,In-Store,8,282.87,2226.1,5,22,0.32,0.57,0.17,64,70.0,Low,0
C004187,55+,Male,North,Loyal,Online,5,78.8,454.17,79,23,0.29,0.76,0.45,34,65.5,Low,0
C004188,55+,Male,North,VIP,Mobile App,3,113.62,383.0,107,13,0.45,0.25,0.14,25,55.5,Low,0
C004189,55+,Other,East,VIP,Mobile App,20,120.88,2851.72,172,92,0.27,0.78,0.42,64,68.0,Low,0
C004190,55+,Female,Central,Returning,Mobile App,2,191.87,334.63,309,11,0.06,0.23,0.67,20,28.0,High,1
C004191,55+,Female,North,Loyal,In-Store,20,376.91,7952.94,87,90,0.48,0.43,0.55,99,44.0,Low,0
C004192,55+,Female,South,New,In-Store,20,302.35,5244.62,84,157,0.77,0.71,0.09,83,81.0,Low,0
C004193,45-54,Female,South,VIP,Online,2,162.96,297.95,336,9,0.62,0.9,0.53,96,68.5,High,1
C004194,18-24,Other,North,VIP,Mobile App,5,94.6,404.2,62,11,0.37,0.24,0.39,66,42.5,Low,0
C004195,35-44,Female,South,Returning,Online,8,217.87,1563.61,96,18,0.06,0.23,0.39,88,42.0,Low,0
C004196,55+,Other,South,VIP,Online,8,366.47,2851.71,250,57,0.11,0.18,0.16,48,51.0,Medium,1
C004197,55+,Male,South,New,Online,3,335.48,944.23,237,7,0.32,0.3,0.73,41,28.5,High,1
C004198,18-24,Female,Central,New,In-Store,12,183.22,2265.44,88,92,0.43,0.48,0.14,92,67.0,Low,0
C004199,25-34,Male,Central,Returning,Mobile App,5,132.61,661.26,44,24,0.53,0.13,0.66,81,23.5,Low,0
C004200,55+,Other,North,Returning,Online,35,159.68,5775.14,294,224,0.47,0.42,0.81,35,30.5,High,1
C004201,25-34,Male,North,New,Online,12,234.5,3176.41,213,83,0.36,0.12,0.85,86,13.5,Medium,1
C004202,25-34,Male,South,New,Online,1,135.63,119.84,114,2,0.63,0.16,0.07,48,54.5,Low,0
C004203,18-24,Female,Central,VIP,In-Store,35,341.73,10217.29,162,72,0.32,0.88,0.77,90,55.5,Medium,0
C004204,45-54,Male,North,New,Mobile App,35,195.41,7207.54,82,184,0.13,0.75,0.25,19,75.0,Low,0
C004205,55+,Other,Central,VIP,Mobile App,3,59.47,186.61,262,8,0.23,0.69,0.1,12,79.5,Medium,1
C004206,45-54,Male,North,New,In-Store,8,319.34,2684.97,70,40,0.55,0.88,0.23,54,82.5,Low,0
C004207,25-34,Female,East,New,In-Store,8,143.62,1107.13,173,18,0.49,0.67,0.34,82,66.5,Medium,0
C004208,18-24,Other,South,Loyal,In-Store,3,89.0,316.12,141,10,0.28,0.9,0.84,39,53.0,High,1
C004209,25-34,Other,North,New,In-Store,2,206.92,373.31,20,6,0.62,0.81,0.1,82,85.5,Low,0
C004210,35-44,Other,West,Returning,Online,8,360.59,3403.74,75,45,0.67,0.61,0.34,24,63.5,Low,0
C004211,35-44,Female,East,Loyal,Mobile App,12,313.84,3585.13,242,65,0.7,0.41,0.69,86,36.0,Medium,1
C004212,18-24,Male,North,Returning,Mobile App,12,180.49,2254.27,174,49,0.31,0.45,0.81,58,32.0,Medium,1
C004213,18-24,Female,West,Returning,Online,8,237.96,1715.56,67,58,0.6,0.86,0.76,68,55.0,Low,0
C004214,35-44,Female,East,VIP,In-Store,3,77.29,224.75,252,22,0.39,0.28,0.43,69,42.5,High,1
C004215,18-24,Male,East,New,In-Store,35,191.88,6157.13,184,137,0.24,0.19,0.44,94,37.5,Low,0
C004216,45-54,Female,West,Loyal,Online,3,71.31,243.74,51,14,0.38,0.7,0.1,59,80.0,Low,0
C004217,18-24,Other,North,VIP,In-Store,12,291.82,3023.91,12,45,0.28,0.89,0.31,81,79.0,Low,0
C004218,35-44,Other,North,New,Mobile App,35,253.98,7638.18,144,194,0.08,0.75,0.21,19,77.0,Low,0
C004219,25-34,Male,East,VIP,Mobile App,2,75.22,137.16,173,11,0.39,0.27,0.78,98,24.5,Medium,0
C004220,35-44,Female,North,Loyal,Mobile App,20,304.16,5905.73,320,115,0.05,0.37,0.28,25,54.5,High,1
C004221,45-54,Other,North,New,In-Store,1,347.21,374.66,86,2,0.4,0.68,0.22,25,73.0,Low,0
C004222,55+,Female,South,VIP,Mobile App,2,279.69,631.49,6,7,0.63,0.19,0.13,58,53.0,Low,0
C004223,25-34,Other,East,Returning,In-Store,5,103.81,530.96,213,36,0.79,0.45,0.3,24,57.5,Medium,1
C004224,55+,Other,Central,VIP,Online,12,312.79,4483.36,61,32,0.42,0.88,0.1,30,89.0,Low,0
C004225,45-54,Female,Central,New,Mobile App,1,94.57,80.47,18,2,0.39,0.39,0.77,48,31.0,Low,0
C004226,25-34,Female,Central,New,In-Store,3,66.62,216.89,20,14,0.06,0.77,0.12,89,82.5,Low,0
C004227,55+,Other,West,New,In-Store,12,217.62,2245.48,353,85,0.33,0.27,0.19,40,54.0,High,1
